Date,Open,High,Low,Close,Adj Close,Volume
2013-10-14,45.930000,47.880001,45.810001,47.779999,41.086433,7300
2013-10-15,47.500000,47.639999,47.270000,47.400002,40.759670,6700
2013-10-16,47.380001,48.180000,47.099998,47.740002,41.052036,4500
2013-10-17,47.220001,47.220001,45.070000,46.840000,40.278122,12200
2013-10-18,47.279999,47.950001,46.869999,47.119999,40.518898,13000
2013-10-21,46.029999,47.000000,46.029999,46.900002,40.329720,6100
2013-10-22,47.160000,47.299999,46.599998,47.299999,40.673676,5800
2013-10-23,47.130001,47.290001,46.639999,46.980000,40.398506,5800
2013-10-24,46.919998,47.880001,46.900002,47.740002,41.052036,3800
2013-10-25,47.660000,47.939999,47.000000,47.680000,41.000446,4400
2013-10-28,47.570000,48.400002,47.570000,48.080002,41.344410,7500
2013-10-29,48.090000,48.400002,47.570000,48.119999,41.378807,6000
2013-10-30,48.200001,48.389999,47.820000,47.930000,41.215424,5400
2013-10-31,47.810001,48.230000,46.520000,47.610001,40.940247,13400
2013-11-01,47.349998,47.349998,46.000000,46.290001,39.805168,16100
2013-11-04,46.320000,46.889999,45.520000,46.070000,39.615997,7800
2013-11-05,46.900002,47.180000,46.470001,46.490002,39.977161,4400
2013-11-06,46.500000,46.799999,46.270000,46.509998,39.994347,2700
2013-11-07,46.610001,46.610001,44.799999,44.799999,38.523907,11300
2013-11-08,45.060001,45.439999,44.990002,45.029999,38.721680,3500
2013-11-11,45.009998,45.009998,43.560001,43.730000,37.603802,2900
2013-11-12,43.730000,44.970001,43.480000,44.459999,38.231533,2400
2013-11-13,44.110001,45.799999,44.110001,45.799999,39.383816,4100
2013-11-14,46.240002,46.389999,45.849998,46.270000,39.787968,6800
2013-11-15,46.189999,46.209999,45.830002,46.209999,39.736378,7700
2013-11-18,45.880001,45.880001,44.860001,44.980000,38.678703,3900
2013-11-19,44.689999,45.500000,44.689999,45.230000,38.893665,8400
2013-11-20,45.500000,45.500000,44.720001,45.040001,38.730289,10800
2013-11-21,44.330002,46.360001,44.330002,46.169998,39.701981,8700
2013-11-22,46.049999,46.680000,45.950001,46.380001,39.882565,13100
2013-11-25,46.389999,47.910000,46.389999,47.259998,40.639282,15200
2013-11-26,47.480000,48.950001,47.480000,48.639999,41.825954,17200
2013-11-27,47.220001,51.889999,47.220001,51.570000,46.049625,13400
2013-11-29,51.980000,51.980000,50.500000,51.599998,46.076412,4600
2013-12-02,51.580002,51.580002,50.060001,50.060001,44.701271,5700
2013-12-03,49.080002,50.349998,47.230000,48.330002,43.156460,15400
2013-12-04,48.869999,49.090000,48.700001,48.700001,43.486851,2600
2013-12-05,48.910000,49.240002,47.720001,49.169998,43.906540,3600
2013-12-06,49.540001,51.599998,49.250000,51.080002,45.612083,6000
2013-12-09,50.980000,54.000000,50.980000,53.700001,47.951622,13000
2013-12-10,53.459999,53.799999,49.650002,51.720001,46.183575,20500
2013-12-11,52.410000,52.410000,48.680000,49.770000,44.442310,13500
2013-12-12,49.680000,51.049999,48.730000,49.470001,44.174423,6500
2013-12-13,49.480000,52.000000,48.250000,50.740002,45.308472,12300
2013-12-16,51.110001,52.459999,50.000000,50.529999,45.120956,5300
2013-12-17,50.599998,50.799999,49.419998,49.740002,44.415531,4000
2013-12-18,49.689999,50.950001,48.759998,50.939999,45.487064,10900
2013-12-19,50.400002,50.480000,49.130001,49.740002,44.415531,13100
2013-12-20,49.700001,53.040001,49.700001,52.180000,46.594330,34300
2013-12-23,51.830002,53.080002,51.400002,53.080002,47.397987,4900
2013-12-24,53.380001,53.380001,52.700001,52.840000,47.183674,2100
2013-12-26,52.000000,53.650002,52.000000,53.549999,47.817677,3700
2013-12-27,53.799999,53.910000,50.400002,53.189999,47.496216,6200
2013-12-30,52.139999,52.910000,51.000000,51.529999,46.013912,6000
2013-12-31,51.189999,51.189999,49.900002,50.299999,44.915577,6000
2014-01-02,50.299999,51.259998,50.299999,50.299999,44.915577,3400
2014-01-03,50.360001,51.980000,50.360001,51.459999,45.951408,3100
2014-01-06,51.500000,51.990002,51.299999,51.299999,45.808537,4900
2014-01-07,51.500000,51.500000,49.590000,50.349998,44.960220,5600
2014-01-08,50.650002,50.680000,49.439999,50.680000,45.254898,2300
2014-01-09,50.020000,50.020000,50.000000,50.000000,44.647694,900
2014-01-10,50.250000,50.970001,50.250000,50.779999,45.344189,6200
2014-01-13,50.779999,51.189999,50.099998,50.779999,45.344189,10400
2014-01-14,50.779999,51.090000,50.779999,51.090000,45.621010,2900
2014-01-15,50.779999,51.080002,50.779999,51.080002,45.612083,3900
2014-01-16,50.560001,50.889999,50.560001,50.889999,45.442425,1900
2014-01-17,50.900002,51.070000,50.700001,50.889999,45.442425,5800
2014-01-21,50.889999,51.230000,50.500000,51.230000,45.746025,5900
2014-01-22,50.799999,51.750000,50.430000,51.599998,46.076412,6900
2014-01-23,50.590000,51.209999,49.490002,49.980000,44.629829,10700
2014-01-24,49.549999,50.000000,49.020000,49.650002,44.335159,11200
2014-01-27,49.910000,50.840000,48.270000,49.740002,44.415531,14900
2014-01-28,50.029999,50.029999,49.000000,49.410000,44.120846,6500
2014-01-29,49.099998,49.599998,48.669998,49.310001,44.031544,15300
2014-01-30,50.009998,50.340000,49.230000,49.230000,43.960114,7300
2014-01-31,48.459999,49.779999,48.459999,49.340000,44.058342,16100
2014-02-03,49.080002,49.930000,48.259998,48.900002,43.665436,21700
2014-02-04,49.400002,49.500000,48.110001,48.910000,43.674370,12300
2014-02-05,48.750000,49.369999,48.200001,48.410000,43.227894,5100
2014-02-06,48.660000,48.700001,42.950001,43.340000,38.700619,12500
2014-02-07,43.689999,44.200001,42.689999,44.200001,39.468563,14400
2014-02-10,43.959999,44.419998,43.220001,43.939999,39.236393,6000
2014-02-11,43.820000,44.570000,43.650002,44.130001,39.406048,6600
2014-02-12,44.090000,44.500000,43.349998,43.349998,38.709549,4100
