Date,Open,High,Low,Close,Adj Close,Volume
2013-10-18,64.099998,64.269997,63.980000,64.129997,54.210651,3700
2013-10-21,64.190002,64.190002,63.799999,63.799999,53.931702,2000
2013-10-22,64.220001,64.820000,64.220001,64.690002,54.684036,15600
2013-10-23,64.529999,65.260002,64.529999,64.650002,54.650227,11000
2013-10-24,65.000000,65.000000,64.330002,64.550003,54.565701,7100
2013-10-25,64.930000,65.309998,64.930000,65.309998,55.208145,5400
2013-10-28,65.250000,65.379997,65.059998,65.239998,55.148968,2900
2013-10-29,65.269997,65.389999,65.139999,65.370003,55.258858,5700
2013-10-30,65.169998,65.220001,64.940002,64.940002,54.895367,2800
2013-10-31,64.180000,64.650002,64.180000,64.650002,54.650227,1100
2013-11-01,64.949997,64.949997,64.949997,64.949997,54.903824,200
2013-11-04,65.019997,65.169998,64.930000,65.110001,55.039070,1300
2013-11-05,64.910004,65.199997,64.769997,64.769997,54.751656,8100
2013-11-06,65.330002,65.389999,65.300003,65.389999,55.275768,1500
2013-11-07,65.610001,65.610001,64.809998,64.809998,54.785477,3000
2013-11-08,64.290001,64.320000,63.570000,64.320000,54.371269,1900
2013-11-11,64.339996,64.760002,64.339996,64.529999,54.548782,1200
2013-11-12,64.059998,64.059998,63.950001,63.950001,54.058495,1300
2013-11-13,63.830002,64.180000,63.630001,64.089996,54.176842,2700
2013-11-14,64.820000,64.919998,64.820000,64.860001,54.827747,2200
2013-11-15,64.839996,65.160004,64.809998,65.110001,55.039070,4800
2013-11-18,65.349998,65.349998,65.070000,65.180000,55.098251,5200
2013-11-19,64.919998,64.930000,64.760002,64.839996,54.810833,1700
2013-11-20,64.580002,64.580002,64.389999,64.389999,54.430443,700
2013-11-21,64.139999,64.440002,64.139999,64.199997,54.269836,1200
2013-11-22,64.160004,64.269997,64.150002,64.250000,54.312099,2600
2013-11-25,64.959999,64.959999,63.869999,63.869999,53.990871,4200
2013-11-26,63.509998,63.590000,63.230000,63.230000,53.449863,4000
2013-11-27,63.459999,63.459999,63.110001,63.230000,53.449863,900
2013-11-29,63.270000,63.470001,63.220001,63.220001,53.441422,1600
2013-12-02,62.270000,63.209999,62.270000,63.029999,53.280796,10500
2013-12-03,62.930000,63.279999,62.509998,63.279999,53.492126,6700
2013-12-04,62.950001,63.290001,62.950001,63.290001,53.500587,900
2013-12-05,63.509998,63.509998,62.970001,62.970001,53.230083,900
2013-12-06,63.419998,63.700001,63.299999,63.700001,53.847164,2500
2013-12-09,63.759998,63.759998,63.509998,63.540001,53.711922,1900
2013-12-10,63.209999,63.209999,63.020000,63.020000,53.272354,1800
2013-12-11,62.630001,62.630001,62.459999,62.459999,52.798962,1100
2013-12-12,62.570000,62.660000,62.400002,62.500000,52.832775,3600
2013-12-13,62.320000,62.439999,62.250000,62.360001,52.714436,4200
2013-12-16,61.750000,62.990002,61.750000,62.650002,52.959572,3500
2013-12-17,62.700001,62.750000,62.580002,62.750000,53.044106,23500
2013-12-18,62.740002,63.540001,62.740002,63.540001,53.711922,2900
2013-12-19,62.639999,63.090000,62.639999,63.090000,53.331524,1900
2013-12-20,62.459999,63.119999,61.310001,62.950001,53.722328,6100
2013-12-23,62.560001,63.130001,62.560001,62.980000,53.747932,1600
2013-12-24,63.060001,63.200001,63.060001,63.070000,53.824741,3300
2013-12-26,63.009998,63.009998,62.860001,62.860001,53.645523,2700
2013-12-27,62.900002,63.180000,62.900002,63.119999,53.867405,2800
2013-12-30,63.040001,63.259998,63.040001,63.180000,53.918598,1900
2013-12-31,63.310001,63.400002,63.169998,63.259998,53.986881,10300
2014-01-02,63.299999,63.299999,62.419998,62.419998,53.270012,5000
2014-01-03,62.250000,62.470001,62.110001,62.250000,53.124928,3200
2014-01-06,62.450001,62.450001,62.250000,62.330002,53.193203,2400
2014-01-07,62.650002,62.750000,62.650002,62.660000,53.474834,6300
2014-01-08,62.500000,62.650002,62.400002,62.459999,53.304150,6100
2014-01-09,62.480000,62.520000,62.380001,62.520000,53.355354,3600
2014-01-10,62.860001,63.430000,62.860001,63.279999,54.003948,3800
2014-01-13,63.090000,63.209999,62.650002,62.700001,53.508965,5700
2014-01-14,63.049999,63.049999,62.930000,62.930000,53.705257,1200
2014-01-15,62.869999,62.970001,62.820000,62.820000,53.611370,3300
2014-01-16,63.040001,63.200001,62.759998,63.200001,53.935684,2900
2014-01-17,63.080002,63.270000,63.080002,63.160000,53.901543,5600
2014-01-21,63.070000,63.669998,63.070000,63.669998,54.336773,4000
2014-01-22,63.580002,63.790001,63.580002,63.730000,54.387981,2200
2014-01-23,63.349998,63.500000,63.279999,63.459999,54.157562,3300
2014-01-24,63.419998,63.419998,62.810001,62.810001,53.602840,1700
2014-01-27,62.799999,63.009998,62.750000,63.009998,53.773518,4900
2014-01-28,63.070000,63.070000,62.790001,62.970001,53.739384,4600
2014-01-29,62.919998,63.029999,62.810001,62.810001,53.602840,5700
2014-01-30,63.189999,63.750000,63.189999,63.750000,54.405048,2100
2014-01-31,64.089996,64.260002,64.080002,64.169998,54.763481,15100
2014-02-03,64.040001,64.349998,63.060001,63.070000,53.824741,83600
2014-02-04,62.910000,63.049999,62.779999,62.880001,53.662582,28600
2014-02-05,62.570000,62.860001,62.570000,62.720001,53.526035,23300
2014-02-06,62.900002,63.169998,62.820000,63.160000,53.901543,12300
2014-02-07,63.509998,63.590000,63.340000,63.590000,54.268509,4000
2014-02-10,63.389999,63.930000,63.270000,63.930000,54.558674,4500
2014-02-11,63.799999,64.820000,63.799999,64.669998,55.190186,9600
2014-02-12,64.779999,64.800003,64.699997,64.720001,55.232861,7900
2014-02-13,64.370003,65.480003,64.370003,65.480003,55.881458,6800
2014-02-14,65.550003,65.839996,65.550003,65.839996,56.188671,4200
2014-02-18,66.169998,66.199997,66.059998,66.139999,56.444710,3400
2014-02-19,66.419998,66.419998,65.839996,65.839996,56.188671,8200
2014-02-20,66.040001,66.620003,66.040001,66.470001,56.726330,4600
2014-02-21,66.870003,66.870003,66.449997,66.449997,56.709267,6300
2014-02-24,66.800003,66.800003,66.620003,66.680000,56.905548,4000
2014-02-25,66.389999,66.769997,66.260002,66.260002,56.547115,3400
2014-02-26,66.800003,66.800003,66.089996,66.089996,56.402042,2600
2014-02-27,65.830002,66.209999,65.639999,66.040001,56.359371,6100
2014-02-28,66.480003,66.559998,66.410004,66.559998,56.803139,3300
2014-03-03,66.209999,66.209999,65.820000,66.040001,56.359371,2300
