Date,Open,High,Low,Close,Adj Close,Volume
2013-10-11,83.309998,84.320000,83.199997,84.309998,73.437698,615900
2013-10-14,83.900002,84.559998,83.800003,84.480003,73.585762,671500
2013-10-15,84.209999,84.449997,83.669998,83.800003,72.993462,644700
2013-10-16,84.190002,85.730003,84.120003,85.680000,74.631020,1297000
2013-10-17,84.370003,85.349998,83.519997,85.250000,74.256477,1906300
2013-10-18,85.349998,86.000000,85.220001,85.750000,74.691994,1663300
2013-10-21,85.580002,85.660004,85.099998,85.500000,74.474258,655100
2013-10-22,85.919998,87.699997,85.830002,87.389999,76.120514,1306400
2013-10-23,86.989998,87.830002,86.989998,87.449997,76.172760,967900
2013-10-24,87.300003,88.529999,87.160004,88.389999,76.991554,1360600
2013-10-25,88.500000,88.970001,88.250000,88.639999,77.209335,1041500
2013-10-28,87.800003,89.750000,87.800003,89.260002,78.377167,2095400
2013-10-29,89.480003,90.529999,89.379997,90.510002,79.474754,1773800
2013-10-30,90.410004,90.570000,89.820000,90.139999,79.149872,2028400
2013-10-31,90.000000,92.000000,89.389999,90.190002,79.193779,2732600
2013-11-01,89.559998,90.500000,89.169998,89.610001,78.684494,1881700
2013-11-04,89.949997,90.050003,88.790001,89.709999,78.772293,1156900
2013-11-05,89.379997,90.570000,89.239998,90.160004,79.167435,1403200
2013-11-06,90.599998,92.010002,90.150002,91.500000,80.344055,1594300
2013-11-07,91.639999,92.190002,90.349998,90.500000,79.465981,1069500
2013-11-08,90.250000,90.449997,89.269997,89.879997,78.921585,1459200
2013-11-11,89.800003,90.639999,89.769997,90.239998,79.237671,927200
2013-11-12,90.000000,91.120003,89.910004,91.040001,79.940140,972300
2013-11-13,90.629997,92.489998,90.629997,92.419998,81.151894,1246100
2013-11-14,92.070000,92.989998,92.040001,92.940002,81.608505,1026200
2013-11-15,92.750000,93.610001,92.699997,93.599998,82.188019,1383800
2013-11-18,93.800003,93.800003,92.440002,92.620003,81.327515,1588100
2013-11-19,92.290001,92.699997,92.029999,92.080002,80.853340,876500
2013-11-20,92.000000,93.010002,92.000000,92.510002,81.230911,730000
2013-11-21,92.889999,94.110001,92.690002,93.910004,82.460228,1190900
2013-11-22,93.809998,94.050003,93.370003,93.699997,82.275826,954100
2013-11-25,92.639999,93.209999,92.220001,92.639999,81.345070,1367200
2013-11-26,92.589996,93.470001,92.480003,93.010002,81.669952,1258700
2013-11-27,93.209999,93.370003,92.489998,93.160004,81.801666,678100
2013-11-29,93.470001,93.760002,93.040001,93.169998,81.810448,287800
2013-12-02,93.430000,93.430000,92.339996,92.529999,81.248466,1056000
2013-12-03,92.320000,93.309998,92.260002,93.290001,81.915810,804800
2013-12-04,92.730003,93.989998,92.070000,93.830002,82.389961,2015500
2013-12-05,93.449997,93.599998,92.580002,92.949997,81.617256,1562600
2013-12-06,93.610001,95.900002,93.519997,95.830002,84.146126,1725700
2013-12-09,95.860001,96.760002,95.489998,95.779999,84.102234,1617300
2013-12-10,95.669998,95.690002,94.099998,94.510002,82.987061,1249000
2013-12-11,94.739998,95.629997,94.430000,94.599998,83.066086,754000
2013-12-12,94.790001,95.129997,93.199997,93.309998,81.933372,1396700
2013-12-13,93.589996,93.669998,92.940002,93.250000,81.880676,579200
2013-12-16,93.540001,94.250000,93.000000,93.339996,81.959709,775300
2013-12-17,93.190002,93.279999,91.540001,92.239998,80.993835,979600
2013-12-18,92.290001,93.430000,91.559998,93.400002,82.012405,1572300
2013-12-19,93.379997,93.500000,92.239998,92.540001,81.257263,884400
2013-12-20,92.730003,93.190002,92.510002,92.959999,81.626068,1146500
2013-12-23,93.169998,93.419998,92.269997,92.489998,81.213348,805400
2013-12-24,92.750000,93.110001,92.389999,92.660004,81.362625,333500
2013-12-26,93.029999,93.029999,92.379997,92.690002,81.388969,407200
2013-12-27,93.099998,93.500000,93.000000,93.279999,81.907021,493500
2013-12-30,92.959999,93.779999,92.809998,93.699997,82.275826,638300
2013-12-31,93.760002,93.849998,92.449997,92.760002,81.450447,899400
2014-01-02,92.750000,92.750000,90.650002,91.160004,80.045509,1353300
2014-01-03,91.720001,91.750000,90.809998,91.489998,80.335274,837000
2014-01-06,91.879997,92.169998,90.730003,91.110001,80.001595,907900
2014-01-07,91.540001,91.760002,90.290001,90.489998,79.457191,1658100
2014-01-08,89.550003,89.720001,88.699997,88.989998,78.140068,2797100
2014-01-09,89.290001,89.790001,88.879997,89.129997,78.263008,1777000
2014-01-10,89.349998,89.739998,89.089996,89.279999,78.394730,1107700
2014-01-13,89.250000,90.029999,88.610001,89.099998,78.236671,1577200
2014-01-14,89.519997,89.709999,88.599998,89.669998,78.737167,1188500
2014-01-15,89.669998,89.989998,89.120003,89.680000,78.745949,1273300
2014-01-16,89.470001,90.239998,89.099998,90.120003,79.132324,1395600
2014-01-17,90.000000,90.190002,89.410004,89.970001,79.000610,2565700
2014-01-21,90.589996,91.019997,89.800003,90.110001,79.123535,1391700
2014-01-22,90.260002,90.720001,89.330002,89.900002,78.939133,1075400
2014-01-23,89.279999,89.650002,88.779999,89.250000,78.368393,870600
2014-01-24,89.440002,91.410004,88.599998,88.830002,77.999596,2419500
2014-01-27,88.169998,88.389999,87.360001,87.449997,77.406525,1553400
2014-01-28,87.449997,88.900002,87.309998,88.400002,78.247437,1030800
2014-01-29,87.599998,87.620003,86.339996,87.080002,77.079018,1589400
2014-01-30,88.120003,88.139999,87.360001,87.470001,77.424248,1076200
2014-01-31,86.629997,88.570000,86.410004,88.269997,78.132362,1814500
2014-02-03,88.510002,88.660004,86.070000,86.360001,76.441711,2652800
2014-02-04,86.309998,86.900002,84.389999,85.809998,75.954895,2844400
2014-02-05,84.620003,85.129997,83.699997,84.559998,74.848442,2126800
2014-02-06,84.580002,85.150002,84.169998,85.059998,75.291031,1110900
2014-02-07,85.330002,85.680000,85.040001,85.629997,75.795555,1014700
2014-02-10,85.440002,86.120003,85.120003,86.120003,76.229301,1190700
2014-02-11,86.230003,87.089996,85.949997,86.830002,76.857742,1194200
2014-02-12,86.919998,87.220001,86.339996,86.540001,76.601044,786900
2014-02-13,86.070000,87.290001,86.070000,86.959999,76.972816,761100
2014-02-14,86.940002,88.570000,86.779999,88.110001,77.990730,1010700
2014-02-18,88.070000,88.120003,86.980003,87.349998,77.318024,1065100
2014-02-19,87.099998,87.570000,86.660004,86.870003,76.893158,798400
2014-02-20,86.989998,87.830002,86.830002,86.949997,76.963959,1260200
2014-02-21,87.279999,87.790001,86.980003,87.010002,77.017075,879800
2014-02-24,86.830002,87.760002,86.750000,87.059998,77.061333,970200
2014-02-25,87.239998,87.599998,86.699997,86.809998,76.840034,1231200
2014-02-26,87.279999,87.400002,86.300003,86.470001,76.539085,1059900
2014-02-27,86.209999,86.910004,85.889999,86.769997,76.804642,980100
2014-02-28,86.800003,87.720001,86.500000,87.279999,77.256058,1036000
2014-03-03,86.610001,86.720001,86.059998,86.660004,76.707283,1136200
2014-03-04,86.980003,87.650002,86.690002,87.559998,77.503906,1390500
2014-03-05,87.269997,87.410004,86.410004,86.559998,76.618752,949500
2014-03-06,86.540001,87.129997,86.410004,86.629997,76.680717,785000
2014-03-07,86.739998,86.949997,86.129997,86.440002,76.512543,844800
2014-03-10,86.419998,86.870003,86.320000,86.709999,76.751526,670500
2014-03-11,86.940002,87.230003,86.480003,86.580002,76.636467,604000
2014-03-12,86.129997,86.910004,86.120003,86.790001,76.822334,702600
2014-03-13,86.980003,87.940002,86.769997,86.820000,76.848892,1076500
