Date,Open,High,Low,Close,Adj Close,Volume
2013-10-17,79.559998,79.559998,77.459999,77.480003,77.354897,3150300
2013-10-18,77.470001,77.599998,74.459999,74.949997,74.828972,4564400
2013-10-21,74.779999,76.199997,74.150002,75.949997,75.827370,1981600
2013-10-22,76.099998,77.410004,76.099998,76.470001,76.346527,1255600
2013-10-23,76.349998,76.379997,73.730003,73.900002,73.780678,2680100
2013-10-24,74.260002,74.589996,72.639999,73.169998,73.051857,2122400
2013-10-25,73.070000,74.019997,72.790001,73.900002,73.780678,2100700
2013-10-28,74.099998,74.580002,73.730003,74.230003,74.110146,1621000
2013-10-29,74.139999,74.400002,73.680000,74.300003,74.180031,1768000
2013-10-30,74.440002,75.550003,74.440002,74.639999,74.519478,2264200
2013-10-31,76.889999,78.410004,75.570000,76.980003,76.855698,3201300
2013-11-01,76.989998,78.500000,76.610001,78.379997,78.253441,2513800
2013-11-04,78.760002,79.639999,78.400002,79.610001,79.481461,1806800
2013-11-05,79.129997,80.440002,78.790001,79.510002,79.381622,3954900
2013-11-06,79.610001,81.139999,79.300003,80.410004,80.280174,1287200
2013-11-07,80.730003,81.139999,79.220001,79.279999,79.151985,1420000
2013-11-08,79.430000,80.690002,79.290001,80.680000,80.549728,1434800
2013-11-11,80.769997,81.349998,80.610001,81.110001,80.979034,741800
2013-11-12,80.989998,81.250000,80.580002,81.099998,80.969048,1066900
2013-11-13,81.089996,82.199997,80.989998,82.169998,82.037323,1703200
2013-11-14,82.190002,83.050003,82.059998,83.029999,82.895935,1430300
2013-11-15,82.910004,83.660004,82.790001,83.639999,83.504944,1352300
2013-11-18,83.699997,84.250000,83.529999,84.110001,83.974190,918900
2013-11-19,84.449997,84.800003,84.180000,84.650002,84.513321,1304400
2013-11-20,84.779999,86.449997,84.519997,85.820000,85.681427,1801100
2013-11-21,86.400002,87.419998,85.680000,85.730003,85.591568,1714300
2013-11-22,85.739998,86.870003,85.580002,86.620003,86.480141,1561200
2013-11-25,86.760002,88.339996,86.519997,88.180000,88.037621,1477700
2013-11-26,88.029999,88.570000,87.779999,87.949997,87.807991,1585200
